gamingresort,casinocode,departingat,arrivingat,departingairport
SILVER LEGACY RENO NV,TRW,12/8/2022,12/13/2022,EWR
SILVER LEGACY RENO NV,TRW,12/8/2022,12/13/2022,RDU
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/12/2022,BOI
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/12/2022,EUG
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/11/2022,LAS
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/11/2022,LGB
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/11/2022,LAX
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/12/2022,ONT
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/12/2022,PSP
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/12/2022,PSC
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/12/2022,SAN
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/11/2022,SJC
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/11/2022,SEA
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/12/2022,GEG
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/13/2022,AUS
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/14/2022,BWI
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/14/2022,ORD
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/14/2022,CLE
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/12/2022,DEN
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/13/2022,IAH
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/13/2022,OMA
HARVEYS LAKE TAHOE NV,HLT,12/9/2022,12/11/2022,PHX
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/12/2022,BOI
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/12/2022,EUG
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/11/2022,LAS
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/11/2022,LGB
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/11/2022,LAX
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/12/2022,ONT
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/12/2022,PSP
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/12/2022,PSC
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/12/2022,SAN
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/11/2022,SJC
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/11/2022,SEA
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/12/2022,GEG
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/13/2022,AUS
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/14/2022,BWI
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/14/2022,ORD
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/14/2022,CLE
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/12/2022,DEN
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/13/2022,IAH
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/13/2022,OMA
HARRAHS LAKE TAHOE NV,TAH,12/9/2022,12/11/2022,PHX
SILVER LEGACY RENO NV,TRW,12/9/2022,12/12/2022,BOI
SILVER LEGACY RENO NV,TRW,12/9/2022,12/12/2022,EUG
SILVER LEGACY RENO NV,TRW,12/9/2022,12/11/2022,LAS
SILVER LEGACY RENO NV,TRW,12/9/2022,12/11/2022,LGB
SILVER LEGACY RENO NV,TRW,12/9/2022,12/11/2022,LAX
SILVER LEGACY RENO NV,TRW,12/9/2022,12/12/2022,ONT
SILVER LEGACY RENO NV,TRW,12/9/2022,12/12/2022,PSP
SILVER LEGACY RENO NV,TRW,12/9/2022,12/12/2022,PSC
SILVER LEGACY RENO NV,TRW,12/9/2022,12/12/2022,SAN
SILVER LEGACY RENO NV,TRW,12/9/2022,12/11/2022,SJC
SILVER LEGACY RENO NV,TRW,12/9/2022,12/11/2022,SEA
SILVER LEGACY RENO NV,TRW,12/9/2022,12/12/2022,GEG
SILVER LEGACY RENO NV,TRW,12/9/2022,12/13/2022,AUS
SILVER LEGACY RENO NV,TRW,12/9/2022,12/14/2022,BWI
SILVER LEGACY RENO NV,TRW,12/9/2022,12/14/2022,ORD
SILVER LEGACY RENO NV,TRW,12/9/2022,12/14/2022,CLE
SILVER LEGACY RENO NV,TRW,12/9/2022,12/12/2022,DEN
SILVER LEGACY RENO NV,TRW,12/9/2022,12/13/2022,IAH
SILVER LEGACY RENO NV,TRW,12/9/2022,12/13/2022,OMA
SILVER LEGACY RENO NV,TRW,12/9/2022,12/11/2022,PHX
HARVEYS LAKE TAHOE NV,HLT,12/10/2022,12/14/2022,DFW
HARRAHS LAKE TAHOE NV,TAH,12/10/2022,12/14/2022,DFW
SILVER LEGACY RENO NV,TRW,12/10/2022,12/14/2022,DFW
HARVEYS LAKE TAHOE NV,HLT,12/11/2022,12/15/2022,IDA
HARVEYS LAKE TAHOE NV,HLT,12/11/2022,12/15/2022,STS
HARVEYS LAKE TAHOE NV,HLT,12/11/2022,12/16/2022,BHM
HARVEYS LAKE TAHOE NV,HLT,12/11/2022,12/16/2022,JFK
HARRAHS LAKE TAHOE NV,TAH,12/11/2022,12/15/2022,IDA
HARRAHS LAKE TAHOE NV,TAH,12/11/2022,12/15/2022,STS
HARRAHS LAKE TAHOE NV,TAH,12/11/2022,12/16/2022,BHM
HARRAHS LAKE TAHOE NV,TAH,12/11/2022,12/16/2022,JFK
SILVER LEGACY RENO NV,TRW,12/11/2022,12/15/2022,IDA
SILVER LEGACY RENO NV,TRW,12/11/2022,12/15/2022,STS
SILVER LEGACY RENO NV,TRW,12/11/2022,12/16/2022,BHM
SILVER LEGACY RENO NV,TRW,12/11/2022,12/16/2022,JFK
HARVEYS LAKE TAHOE NV,HLT,12/12/2022,12/16/2022,BOI
HARVEYS LAKE TAHOE NV,HLT,12/12/2022,12/16/2022,EUG
HARVEYS LAKE TAHOE NV,HLT,12/12/2022,12/16/2022,ONT
HARVEYS LAKE TAHOE NV,HLT,12/12/2022,12/16/2022,PSP
HARVEYS LAKE TAHOE NV,HLT,12/12/2022,12/16/2022,PSC
HARVEYS LAKE TAHOE NV,HLT,12/12/2022,12/16/2022,GEG
HARRAHS LAKE TAHOE NV,TAH,12/12/2022,12/16/2022,BOI
HARRAHS LAKE TAHOE NV,TAH,12/12/2022,12/16/2022,EUG
HARRAHS LAKE TAHOE NV,TAH,12/12/2022,12/16/2022,ONT
HARRAHS LAKE TAHOE NV,TAH,12/12/2022,12/16/2022,PSP
HARRAHS LAKE TAHOE NV,TAH,12/12/2022,12/16/2022,PSC
HARRAHS LAKE TAHOE NV,TAH,12/12/2022,12/16/2022,GEG
SILVER LEGACY RENO NV,TRW,12/12/2022,12/16/2022,BOI
SILVER LEGACY RENO NV,TRW,12/12/2022,12/16/2022,EUG
SILVER LEGACY RENO NV,TRW,12/12/2022,12/16/2022,ONT
SILVER LEGACY RENO NV,TRW,12/12/2022,12/16/2022,PSP
SILVER LEGACY RENO NV,TRW,12/12/2022,12/16/2022,PSC
SILVER LEGACY RENO NV,TRW,12/12/2022,12/16/2022,GEG
HARVEYS LAKE TAHOE NV,HLT,12/13/2022,12/18/2022,BNA
HARRAHS LAKE TAHOE NV,TAH,12/13/2022,12/18/2022,BNA
SILVER LEGACY RENO NV,TRW,12/13/2022,12/18/2022,BNA
HARVEYS LAKE TAHOE NV,HLT,12/14/2022,12/19/2022,ATL
HARVEYS LAKE TAHOE NV,HLT,12/14/2022,12/19/2022,CLT
HARVEYS LAKE TAHOE NV,HLT,12/14/2022,12/19/2022,ORD
HARVEYS LAKE TAHOE NV,HLT,12/14/2022,12/19/2022,DTW
HARVEYS LAKE TAHOE NV,HLT,12/14/2022,12/19/2022,MSY
HARVEYS LAKE TAHOE NV,HLT,12/14/2022,12/19/2022,PIT
HARRAHS LAKE TAHOE NV,TAH,12/14/2022,12/19/2022,ATL
HARRAHS LAKE TAHOE NV,TAH,12/14/2022,12/19/2022,CLT
HARRAHS LAKE TAHOE NV,TAH,12/14/2022,12/19/2022,ORD
HARRAHS LAKE TAHOE NV,TAH,12/14/2022,12/19/2022,DTW
HARRAHS LAKE TAHOE NV,TAH,12/14/2022,12/19/2022,MSY
HARRAHS LAKE TAHOE NV,TAH,12/14/2022,12/19/2022,PIT
SILVER LEGACY RENO NV,TRW,12/14/2022,12/19/2022,ATL
SILVER LEGACY RENO NV,TRW,12/14/2022,12/19/2022,CLT
SILVER LEGACY RENO NV,TRW,12/14/2022,12/19/2022,ORD
SILVER LEGACY RENO NV,TRW,12/14/2022,12/19/2022,DTW
SILVER LEGACY RENO NV,TRW,12/14/2022,12/19/2022,MSY
SILVER LEGACY RENO NV,TRW,12/14/2022,12/19/2022,PIT
HARVEYS LAKE TAHOE NV,HLT,12/15/2022,12/18/2022,IDA
HARVEYS LAKE TAHOE NV,HLT,12/15/2022,12/18/2022,LGB
HARVEYS LAKE TAHOE NV,HLT,12/15/2022,12/18/2022,STS
HARVEYS LAKE TAHOE NV,HLT,12/15/2022,12/20/2022,BWI
HARVEYS LAKE TAHOE NV,HLT,12/15/2022,12/20/2022,IND
HARRAHS LAKE TAHOE NV,TAH,12/15/2022,12/18/2022,IDA
HARRAHS LAKE TAHOE NV,TAH,12/15/2022,12/18/2022,LGB
HARRAHS LAKE TAHOE NV,TAH,12/15/2022,12/18/2022,STS
HARRAHS LAKE TAHOE NV,TAH,12/15/2022,12/20/2022,BWI
HARRAHS LAKE TAHOE NV,TAH,12/15/2022,12/20/2022,IND
SILVER LEGACY RENO NV,TRW,12/15/2022,12/18/2022,IDA
SILVER LEGACY RENO NV,TRW,12/15/2022,12/18/2022,LGB
SILVER LEGACY RENO NV,TRW,12/15/2022,12/18/2022,STS
SILVER LEGACY RENO NV,TRW,12/15/2022,12/20/2022,BWI
SILVER LEGACY RENO NV,TRW,12/15/2022,12/20/2022,IND
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/19/2022,BOI
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/20/2022,ELP
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/19/2022,EUG
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/18/2022,LAS
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/18/2022,LAX
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/18/2022,OAK
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/19/2022,ONT
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/19/2022,PSP
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/19/2022,PSC
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/18/2022,SAN
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/19/2022,SJC
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/19/2022,GEG
HARVEYS LAKE TAHOE NV,HLT,12/16/2022,12/18/2022,PHX
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/19/2022,BOI
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/20/2022,ELP
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/19/2022,EUG
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/18/2022,LAS
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/18/2022,LAX
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/18/2022,OAK
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/19/2022,ONT
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/19/2022,PSP
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/19/2022,PSC
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/18/2022,SAN
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/19/2022,SJC
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/19/2022,GEG
HARRAHS LAKE TAHOE NV,TAH,12/16/2022,12/18/2022,PHX
SILVER LEGACY RENO NV,TRW,12/16/2022,12/19/2022,BOI
SILVER LEGACY RENO NV,TRW,12/16/2022,12/20/2022,ELP
SILVER LEGACY RENO NV,TRW,12/16/2022,12/19/2022,EUG
SILVER LEGACY RENO NV,TRW,12/16/2022,12/18/2022,LAS
SILVER LEGACY RENO NV,TRW,12/16/2022,12/18/2022,LAX
SILVER LEGACY RENO NV,TRW,12/16/2022,12/18/2022,OAK
SILVER LEGACY RENO NV,TRW,12/16/2022,12/19/2022,ONT
SILVER LEGACY RENO NV,TRW,12/16/2022,12/19/2022,PSP
SILVER LEGACY RENO NV,TRW,12/16/2022,12/19/2022,PSC
SILVER LEGACY RENO NV,TRW,12/16/2022,12/18/2022,SAN
SILVER LEGACY RENO NV,TRW,12/16/2022,12/19/2022,SJC
SILVER LEGACY RENO NV,TRW,12/16/2022,12/19/2022,GEG
SILVER LEGACY RENO NV,TRW,12/16/2022,12/18/2022,PHX
HARVEYS LAKE TAHOE NV,HLT,12/18/2022,12/22/2022,SAT
HARRAHS LAKE TAHOE NV,TAH,12/18/2022,12/22/2022,SAT
SILVER LEGACY RENO NV,TRW,12/18/2022,12/22/2022,SAT
